,Database,temperatureId,probeId,tempSSId,measDate,measSetNum,roomTempC,pulseVoltage,temperatureC,numTxCycles,numTxElements,txFrequencyHz,elevAperIndex,isTxAperModulationEn,txpgWaveformStyle,pulseRepetRate,scanRange,probeName,probePitchCm,probeRadiusCm,probeElevAperCm0,probeElevAperCm1,probeNumElements,probeElevFocusRangCm,probeDescription
284,Frosk_r03,1587,11284923,1570,2020-10-23 19:01:00,3,21.100000381469727,50.439998626708984,24.200000762939453,4.0,5,3636400.0,0,0,4,7668.7099609375,1.9002200365066528,11M3,0.020999999716877937,1.4800000190734863,0.5,,128.0,1.899999976158142,Convex
285,Frosk_r03,1588,11284923,1570,2020-10-23 19:01:00,3,21.0,50.439998626708984,23.700000762939453,4.0,5,3636400.0,0,0,4,7716.0498046875,2.7133400440216064,11M3,0.020999999716877937,1.4800000190734863,0.5,,128.0,1.899999976158142,Convex
345,Frosk_r03,1853,11370949,1777,2020-04-09 10:47:00,3,23.299999237060547,42.779998779296875,25.600000381469727,4.0,6,3809500.0,0,0,4,2997.60009765625,0.0006264059920795262,5VT,0.014999999664723873,0.0,0.6000000238418579,,64.0,5.5,Phased
425,Frosk_r03,2024,151,1833,2020-05-11 05:08:00,3,22.200000762939453,50.439998626708984,25.799999237060547,4.0,6,2000000.0,0,0,4,2000.0,0.0006411270005628467,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,7.0,Phased
435,Frosk_r03,2035,11370949,1915,2020-05-25 10:16:00,4,22.700000762939453,4.800000190734863,23.399999618530273,1.0,29,2857100.0,0,0,1,2857100.0,0.0,5VT,0.014999999664723873,0.0,0.6000000238418579,,64.0,5.5,Phased
436,Frosk_r03,2036,11370949,1915,2020-05-25 10:47:00,4,22.899999618530273,5.619999885559082,24.299999237060547,1.0,29,2857100.0,0,0,1,2857100.0,0.0,5VT,0.014999999664723873,0.0,0.6000000238418579,,64.0,5.5,Phased
437,Frosk_r03,2037,11370949,1915,2020-05-25 11:19:00,4,23.0,6.579999923706055,25.600000381469727,1.0,29,2857100.0,0,0,1,2857100.0,0.0,5VT,0.014999999664723873,0.0,0.6000000238418579,,64.0,5.5,Phased
438,Frosk_r03,2038,11370949,1915,2020-05-25 11:51:00,4,23.100000381469727,7.690000057220459,27.5,1.0,29,2857100.0,0,0,1,2857100.0,0.0,5VT,0.014999999664723873,0.0,0.6000000238418579,,64.0,5.5,Phased
439,Frosk_r03,2039,11370949,1915,2020-05-25 12:24:00,4,23.200000762939453,9.0,31.0,1.0,29,2857100.0,0,0,1,2857100.0,0.0,5VT,0.014999999664723873,0.0,0.6000000238418579,,64.0,5.5,Phased
440,Frosk_r03,2041,11370949,1916,2020-05-25 13:31:00,4,23.200000762939453,4.800000190734863,24.100000381469727,1.0,29,3333300.0,0,0,1,3333300.0,0.0,5VT,0.014999999664723873,0.0,0.6000000238418579,,64.0,5.5,Phased
441,Frosk_r03,2042,11370949,1916,2020-05-25 14:02:00,4,23.100000381469727,5.619999885559082,25.0,1.0,29,3333300.0,0,0,1,3333300.0,0.0,5VT,0.014999999664723873,0.0,0.6000000238418579,,64.0,5.5,Phased
442,Frosk_r03,2043,11370949,1916,2020-05-25 14:34:00,4,23.200000762939453,6.579999923706055,26.799999237060547,1.0,29,3333300.0,0,0,1,3333300.0,0.0,5VT,0.014999999664723873,0.0,0.6000000238418579,,64.0,5.5,Phased
443,Frosk_r03,2044,11370949,1916,2020-05-25 15:06:00,4,23.200000762939453,7.690000057220459,29.799999237060547,1.0,29,3333300.0,0,0,1,3333300.0,0.0,5VT,0.014999999664723873,0.0,0.6000000238418579,,64.0,5.5,Phased
444,Frosk_r03,2045,11370949,1916,2020-05-25 15:41:00,4,23.299999237060547,9.0,35.79999923706055,1.0,29,3333300.0,0,0,1,3333300.0,0.0,5VT,0.014999999664723873,0.0,0.6000000238418579,,64.0,5.5,Phased
445,Frosk_r03,2047,11370949,1917,2020-05-25 16:51:00,4,23.399999618530273,4.800000190734863,25.200000762939453,1.0,29,4000000.0,0,0,1,4000000.0,0.0,5VT,0.014999999664723873,0.0,0.6000000238418579,,64.0,5.5,Phased
446,Frosk_r03,2048,11370949,1917,2020-05-25 17:22:00,4,23.399999618530273,5.619999885559082,27.200000762939453,1.0,29,4000000.0,0,0,1,4000000.0,0.0,5VT,0.014999999664723873,0.0,0.6000000238418579,,64.0,5.5,Phased
447,Frosk_r03,2049,11370949,1917,2020-05-25 17:55:00,4,23.399999618530273,6.579999923706055,30.200000762939453,1.0,29,4000000.0,0,0,1,4000000.0,0.0,5VT,0.014999999664723873,0.0,0.6000000238418579,,64.0,5.5,Phased
448,Frosk_r03,2050,11370949,1917,2020-05-25 18:29:00,4,23.600000381469727,7.690000057220459,35.29999923706055,1.0,29,4000000.0,0,0,1,4000000.0,0.0,5VT,0.014999999664723873,0.0,0.6000000238418579,,64.0,5.5,Phased
449,Frosk_r03,2051,11370949,1917,2020-05-25 19:06:00,4,23.799999237060547,9.0,45.0,1.0,29,4000000.0,0,0,1,4000000.0,0.0,5VT,0.014999999664723873,0.0,0.6000000238418579,,64.0,5.5,Phased
450,Frosk_r03,2073,10136143,1945,2020-09-21 00:00:00,3,22.5,50.439998626708984,24.700000762939453,2.0,6,1538500.0,0,0,1,2997.60009765625,0.0013174900086596608,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,7.0,Phased
460,Frosk_r03,2093,11284924,1654,2020-07-18 00:00:00,3,22.399999618530273,61.599998474121094,22.899999618530273,1.5,6,10000000.0,0,0,2,959.3200073242188,0.05023530125617981,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
461,Frosk_r03,2094,11284924,1654,2020-07-18 00:00:00,3,22.399999618530273,61.599998474121094,23.299999237060547,1.5,6,10000000.0,0,0,2,1758.0899658203125,0.10047099739313126,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
462,Frosk_r03,2096,11284924,1654,2020-07-18 00:00:00,3,22.5,61.599998474121094,25.100000381469727,1.5,6,10000000.0,0,0,2,10330.599609375,0.6430119872093201,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
463,Frosk_r03,2098,11284924,1654,2020-07-18 00:00:00,3,22.200000762939453,61.599998474121094,24.700000762939453,1.5,6,10000000.0,0,0,2,12755.099609375,1.2659300565719604,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
464,Frosk_r03,2100,11284924,1654,2020-07-18 00:00:00,3,22.299999237060547,61.599998474121094,24.799999237060547,1.5,6,10000000.0,0,0,2,16025.599609375,1.8084700107574463,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
465,Frosk_r03,2102,11284924,1654,2020-07-18 00:00:00,3,22.100000381469727,61.599998474121094,23.200000762939453,1.5,16,10000000.0,0,0,2,959.3200073242188,0.05023530125617981,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
466,Frosk_r03,2103,11284924,1654,2020-07-18 00:00:00,3,21.899999618530273,61.599998474121094,23.899999618530273,1.5,16,10000000.0,0,0,2,1758.0899658203125,0.10047099739313126,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
468,Frosk_r03,2106,11284924,1654,2020-07-18 00:00:00,3,21.600000381469727,61.599998474121094,25.5,1.5,16,10000000.0,0,0,2,7961.77978515625,1.2659300565719604,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
469,Frosk_r03,2108,11284924,1654,2020-07-18 00:00:00,3,21.5,61.599998474121094,25.5,1.5,16,10000000.0,0,0,2,10000.0,1.8084700107574463,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
470,Frosk_r03,2110,11284924,1654,2020-07-18 00:36:00,3,21.299999237060547,61.599998474121094,23.0,1.5,32,10000000.0,0,0,2,959.3200073242188,0.05023530125617981,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
471,Frosk_r03,2111,11284924,1654,2020-07-18 01:08:00,3,21.200000762939453,61.599998474121094,24.299999237060547,1.5,32,10000000.0,0,0,2,1758.0899658203125,0.10047099739313126,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
475,Frosk_r03,2118,11284924,1654,2020-07-18 03:27:00,3,21.600000381469727,61.599998474121094,23.799999237060547,1.5,48,10000000.0,0,0,2,959.3200073242188,0.05023530125617981,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
476,Frosk_r03,2119,11284924,1654,2020-07-18 03:58:00,3,21.399999618530273,61.599998474121094,25.399999618530273,1.5,48,10000000.0,0,0,2,1758.0899658203125,0.10047099739313126,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
478,Frosk_r03,2121,11284924,1654,2020-07-18 05:05:00,3,21.399999618530273,61.599998474121094,25.799999237060547,1.5,48,10000000.0,0,0,2,3109.449951171875,1.2659300565719604,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
480,Frosk_r03,2123,11284924,1654,2020-07-18 06:17:00,3,21.399999618530273,61.599998474121094,24.0,1.5,64,10000000.0,0,0,2,959.3200073242188,0.05023530125617981,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
481,Frosk_r03,2124,11284924,1654,2020-07-18 06:49:00,3,21.399999618530273,61.599998474121094,25.100000381469727,1.5,64,10000000.0,0,0,2,1385.81005859375,0.10047099739313126,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
482,Frosk_r03,2125,11284924,1654,2020-07-18 07:21:00,3,21.700000762939453,61.599998474121094,25.5,1.5,64,10000000.0,0,0,2,1617.0799560546875,0.6430119872093201,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
483,Frosk_r03,2126,11284924,1654,2020-07-18 07:55:00,3,21.799999237060547,61.599998474121094,25.5,1.5,64,10000000.0,0,0,2,1940.989990234375,1.2659300565719604,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
484,Frosk_r03,2127,11284924,1654,2020-07-18 08:29:00,3,21.799999237060547,61.599998474121094,25.799999237060547,1.5,64,10000000.0,0,0,2,2427.179931640625,1.8084700107574463,18H5,0.014000000432133675,0.0,0.25999999046325684,,192.0,1.5,Linear
615,Frosk_r03,2411,11284923,1570,2021-01-11 18:17:00,3,23.600000381469727,50.439998626708984,25.0,4.0,5,3636400.0,0,0,4,2000.0,0.08257649838924408,11M3,0.020999999716877937,1.4800000190734863,0.5,,128.0,1.899999976158142,Convex
618,Frosk_r03,2414,11284923,1570,2021-01-11 19:53:00,3,23.899999618530273,50.439998626708984,25.799999237060547,4.0,5,3636400.0,0,0,4,5580.35986328125,1.8992600440979004,11M3,0.020999999716877937,1.4800000190734863,0.5,,128.0,1.899999976158142,Convex
619,Frosk_r03,2415,11284923,1570,2021-01-11 20:24:00,3,23.899999618530273,50.439998626708984,25.399999618530273,4.0,5,3636400.0,0,0,4,5580.35986328125,2.725029945373535,11M3,0.020999999716877937,1.4800000190734863,0.5,,128.0,1.899999976158142,Convex
709,Frosk_r03,2527,231,2143,2021-01-28 19:38:00,3,22.899999618530273,50.439998626708984,23.600000381469727,4.0,6,6153800.0,0,0,4,2000.0,0.02738969959318638,P8,0.014600000344216824,,0.2199999988079071,,128.0,0.699999988079071,AcuNav_Phased
711,Frosk_r03,2529,231,2143,2021-01-28 20:42:00,3,22.899999618530273,50.439998626708984,25.200000762939453,4.0,16,6153800.0,0,0,4,2000.0,0.02738969959318638,P8,0.014600000344216824,,0.2199999988079071,,128.0,0.699999988079071,AcuNav_Phased
719,Frosk_r03,2537,231,2136,2021-01-29 10:48:00,3,23.299999237060547,50.439998626708984,24.0,2.0,6,6153800.0,0,0,2,2000.0,0.02738969959318638,P8,0.014600000344216824,,0.2199999988079071,,128.0,0.699999988079071,AcuNav_Phased
729,Frosk_r03,2547,231,2136,2021-03-19 14:25:00,3,23.299999237060547,50.439998626708984,24.100000381469727,2.0,6,6153800.0,0,0,2,2000.0,0.02738969959318638,P8,0.014600000344216824,,0.2199999988079071,,128.0,0.699999988079071,AcuNav_Phased
731,Frosk_r03,2549,231,2136,2021-03-19 14:25:00,3,23.600000381469727,50.439998626708984,25.700000762939453,2.0,16,6153800.0,0,0,2,2000.0,0.02738969959318638,P8,0.014600000344216824,,0.2199999988079071,,128.0,0.699999988079071,AcuNav_Phased
784,Frosk_r03,2615,231,2163,2021-03-19 14:25:00,4,21.600000381469727,4.41635799407959,22.700000762939453,1.0,29,5000000.0,0,0,1,5000000.0,0.0,P8,0.014600000344216824,,0.2199999988079071,,128.0,0.699999988079071,AcuNav_Phased
785,Frosk_r03,2616,231,2163,2021-03-19 14:25:00,4,21.899999618530273,5.123546600341797,24.200000762939453,1.0,29,5000000.0,0,0,1,5000000.0,0.0,P8,0.014600000344216824,,0.2199999988079071,,128.0,0.699999988079071,AcuNav_Phased
786,Frosk_r03,2617,231,2163,2021-03-19 14:25:00,4,21.899999618530273,5.943977355957031,26.399999618530273,1.0,29,5000000.0,0,0,1,5000000.0,0.0,P8,0.014600000344216824,,0.2199999988079071,,128.0,0.699999988079071,AcuNav_Phased
787,Frosk_r03,2618,231,2163,2021-03-19 14:25:00,4,22.0,6.895782470703125,30.200000762939453,1.0,29,5000000.0,0,0,1,5000000.0,0.0,P8,0.014600000344216824,,0.2199999988079071,,128.0,0.699999988079071,AcuNav_Phased
788,Frosk_r03,2619,231,2163,2021-03-19 14:25:00,4,22.200000762939453,8.0,35.20000076293945,1.0,29,5000000.0,0,0,1,5000000.0,0.0,P8,0.014600000344216824,,0.2199999988079071,,128.0,0.699999988079071,AcuNav_Phased
793,Frosk_r03,2630,150,2172,2021-06-30 15:22:00,4,0.0,31.799999237060547,0.0,4.0,64,3636400.0,0,0,4,2000.0,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
794,Frosk_r03,2631,150,2172,2021-06-30 15:23:00,4,0.0,40.04999923706055,0.0,4.0,64,3636400.0,0,0,4,1367.6600341796875,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
795,Frosk_r03,2632,150,2172,2021-06-30 15:29:00,4,22.200000762939453,31.799999237060547,23.399999618530273,4.0,64,3636400.0,0,0,4,2000.0,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
796,Frosk_r03,2633,150,2172,2021-06-30 15:30:00,4,0.0,40.04999923706055,0.0,4.0,64,3636400.0,0,0,4,1367.6600341796875,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
797,Frosk_r03,2634,150,2172,2021-06-30 15:42:00,4,21.600000381469727,31.799999237060547,23.399999618530273,4.0,64,3636400.0,0,0,4,2000.0,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
798,Frosk_r03,2635,150,2172,2021-06-30 15:43:00,4,21.700000762939453,40.04999923706055,23.299999237060547,4.0,64,3636400.0,0,0,4,1367.6600341796875,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
799,Frosk_r03,2636,150,2172,2021-06-30 15:44:00,4,21.799999237060547,50.439998626708984,23.100000381469727,4.0,64,3636400.0,0,0,4,935.25,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
800,Frosk_r03,2637,150,2172,2021-06-30 15:52:00,4,21.799999237060547,31.799999237060547,23.0,4.0,64,3636400.0,0,0,4,2000.0,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
801,Frosk_r03,2638,150,2172,2021-06-30 15:53:00,4,21.799999237060547,40.04999923706055,23.0,4.0,64,3636400.0,0,0,4,1367.6600341796875,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
802,Frosk_r03,2639,150,2172,2021-06-30 15:54:00,4,22.299999237060547,50.439998626708984,23.299999237060547,4.0,64,3636400.0,0,0,4,935.25,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
803,Frosk_r03,2640,150,2172,2021-06-30 15:56:00,4,22.700000762939453,63.52000045776367,23.600000381469727,4.0,64,3636400.0,0,0,4,639.5499877929688,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
804,Frosk_r03,2641,150,2172,2021-06-30 15:57:00,4,23.100000381469727,80.0,23.700000762939453,4.0,64,3636400.0,0,0,4,437.3399963378906,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
805,Frosk_r03,2643,150,2172,2021-06-30 16:05:00,3,21.600000381469727,61.599998474121094,22.5,4.0,6,3636400.0,0,0,4,1993.6199951171875,0.01744149997830391,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
806,Frosk_r03,2644,150,2172,2021-06-30 16:06:00,3,21.700000762939453,61.599998474121094,22.399999618530273,4.0,6,3636400.0,0,0,4,1993.6199951171875,0.7554720044136047,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
807,Frosk_r03,2645,150,2172,2021-07-01 12:24:00,3,22.0,61.599998474121094,24.299999237060547,4.0,6,3636400.0,0,0,4,1993.6199951171875,0.01744149997830391,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
808,Frosk_r03,2646,150,2172,2021-07-01 12:25:00,3,22.0,61.599998474121094,23.600000381469727,4.0,6,3636400.0,0,0,4,1993.6199951171875,0.7554720044136047,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
809,Frosk_r03,2647,150,2172,2021-07-01 12:26:00,3,22.0,61.599998474121094,24.5,4.0,16,3636400.0,0,0,4,1366.1199951171875,0.01744149997830391,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
810,Frosk_r03,2648,150,2172,2021-07-01 12:27:00,3,22.0,61.599998474121094,24.100000381469727,4.0,16,3636400.0,0,0,4,1366.1199951171875,0.7554720044136047,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
811,Frosk_r03,2649,150,2172,2021-07-01 12:28:00,3,22.0,61.599998474121094,24.100000381469727,4.0,32,3636400.0,0,0,4,933.530029296875,0.01744149997830391,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
812,Frosk_r03,2650,150,2172,2021-07-01 12:28:00,3,22.0,61.599998474121094,23.600000381469727,4.0,32,3636400.0,0,0,4,933.530029296875,0.7554720044136047,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
824,Frosk_r03,2662,150,2172,2021-07-02 16:36:00,3,24.399999618530273,61.599998474121094,25.899999618530273,4.0,32,3636400.0,0,0,4,933.530029296875,0.01744149997830391,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
825,Frosk_r03,2663,150,2172,2021-07-02 16:38:00,3,24.200000762939453,61.599998474121094,25.899999618530273,4.0,32,3636400.0,0,0,4,933.530029296875,0.7554720044136047,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
826,Frosk_r03,2664,150,2172,2021-07-02 16:39:00,3,24.0,61.599998474121094,25.600000381469727,4.0,48,3636400.0,0,0,4,638.4099731445312,0.01744149997830391,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
827,Frosk_r03,2665,150,2172,2021-07-02 16:40:00,3,23.899999618530273,61.599998474121094,25.299999237060547,4.0,48,3636400.0,0,0,4,638.4099731445312,0.7554720044136047,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
828,Frosk_r03,2666,150,2172,2021-07-02 16:42:00,3,23.899999618530273,61.599998474121094,25.299999237060547,4.0,64,3636400.0,0,0,4,436.760009765625,0.01744149997830391,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
829,Frosk_r03,2667,150,2172,2021-07-02 16:43:00,3,23.5,61.599998474121094,24.899999618530273,4.0,64,3636400.0,0,0,4,436.760009765625,0.7554720044136047,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
830,Frosk_r03,2668,150,2174,2021-07-05 09:40:00,4,27.799999237060547,6.159999847412109,30.0,1.0,29,3636400.0,0,0,1,3636400.0,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
831,Frosk_r03,2669,150,2174,2021-07-05 09:41:00,4,27.799999237060547,6.949999809265137,31.299999237060547,1.0,29,3636400.0,0,0,1,3636400.0,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
832,Frosk_r03,2670,150,2174,2021-07-05 09:42:00,4,27.700000762939453,7.849999904632568,31.200000762939453,1.0,29,3636400.0,0,0,1,3636400.0,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
833,Frosk_r03,2671,150,2174,2021-07-05 09:43:00,4,27.700000762939453,8.859999656677246,34.400001525878906,1.0,29,3636400.0,0,0,1,3636400.0,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
834,Frosk_r03,2672,150,2174,2021-07-05 09:43:00,4,27.600000381469727,10.0,30.600000381469727,1.0,29,3636400.0,0,0,1,3636400.0,0.0,P8-4,0.014999999664723873,,0.800000011920929,,64.0,5.0,Phased
56,LEO_4port_r01_AutoReport,72,140,2176,2015-09-23 17:23:00,4,23.600000381469727,34.89980697631836,35.29999923706055,2.0,64,5000000.0,0,0,2,29919.19921875,0.0,CH5-2,0.04769999906420708,6.25,1.399999976158142,,128.0,5.0,Convex
61,LEO_4port_r01_AutoReport,94,142,2258,2015-10-27 10:08:00,4,23.700000762939453,34.89980697631836,23.899999618530273,1.0,64,6153800.0,0,0,2,26263.69921875,0.0,VF10-5,0.029999999329447746,,0.5,,128.0,2.0,Linear
66,LEO_4port_r01_AutoReport,100,142,2259,2015-10-27 10:08:00,4,23.700000762939453,34.89980697631836,45.79999923706055,1.0,64,8000000.0,0,0,2,33262.69921875,0.0,VF10-5,0.029999999329447746,,0.5,,128.0,2.0,Linear
67,LEO_4port_r01_AutoReport,101,142,2259,2015-10-27 10:08:00,4,23.700000762939453,44.22602462768555,44.0,1.0,64,8000000.0,0,0,2,19763.30078125,0.0,VF10-5,0.029999999329447746,,0.5,,128.0,2.0,Linear
71,LEO_4port_r01_AutoReport,106,142,2260,2015-10-27 10:08:00,4,23.700000762939453,34.89980697631836,32.099998474121094,1.0,64,10000000.0,0,0,2,23706.5,0.0,VF10-5,0.029999999329447746,,0.5,,128.0,2.0,Linear
76,LEO_4port_r01_AutoReport,112,142,2261,2015-10-27 10:08:00,4,23.799999237060547,34.89980697631836,45.20000076293945,4.0,64,4000000.0,0,0,4,20619.80078125,0.0,VF10-5,0.029999999329447746,,0.5,,128.0,2.0,Linear
107,LEO_4port_r01_AutoReport,172,142,2271,2015-10-27 10:08:00,4,24.100000381469727,34.89980697631836,37.099998474121094,1.0,64,4000000.0,0,0,3,35243.5,0.0,VF10-5,0.029999999329447746,,0.5,,128.0,2.0,Linear
108,LEO_4port_r01_AutoReport,173,142,2271,2015-10-27 10:08:00,4,24.100000381469727,44.22602462768555,36.900001525878906,1.0,64,4000000.0,0,0,3,20879.69921875,0.0,VF10-5,0.029999999329447746,,0.5,,128.0,2.0,Linear
112,LEO_4port_r01_AutoReport,184,142,2270,2015-10-27 10:08:00,4,24.5,34.89980697631836,37.599998474121094,1.0,64,3636400.0,0,0,3,38000.0,0.0,VF10-5,0.029999999329447746,,0.5,,128.0,2.0,Linear
113,LEO_4port_r01_AutoReport,185,142,2270,2015-10-27 10:08:00,4,24.5,44.22602462768555,37.70000076293945,1.0,64,3636400.0,0,0,3,22428.19921875,0.0,VF10-5,0.029999999329447746,,0.5,,128.0,2.0,Linear
117,LEO_4port_r01_AutoReport,190,142,2272,2015-10-27 10:08:00,4,24.5,34.89980697631836,39.0,1.0,64,4705900.0,0,0,3,38000.0,0.0,VF10-5,0.029999999329447746,,0.5,,128.0,2.0,Linear
118,LEO_4port_r01_AutoReport,191,142,2272,2015-10-27 10:08:00,4,24.399999618530273,44.22602462768555,38.599998474121094,1.0,64,4705900.0,0,0,3,22428.19921875,0.0,VF10-5,0.029999999329447746,,0.5,,128.0,2.0,Linear
147,LEO_4port_r01_AutoReport,230,1490,2385,2016-01-15 00:00:00,4,23.600000381469727,34.89980697631836,42.29999923706055,1.0,51,3333300.0,0,0,0,26647.80078125,0.0,EC9-4v,0.020899999886751175,1.0182000398635864,0.6000000238418579,,128.0,3.0,Curved
385,LEO_4port_r01_AutoReport,522,140,2176,2016-04-30 01:19:00,4,24.899999618530273,34.89980697631836,39.70000076293945,2.0,64,5000000.0,0,0,2,27352.30078125,0.0,CH5-2,0.04769999906420708,6.25,1.399999976158142,,128.0,5.0,Convex
625,LEO_4port_r01_AutoReport,883,151,1709,2015-03-09 19:25:00,4,23.200000762939453,3.563020944595337,28.0,1.0,30,1818200.0,0,0,2,1818200.0,0.0,P4-2_slim,0.026000000536441803,,1.399999976158142,,64.0,6.199999809265137,Phased
626,LEO_4port_r01_AutoReport,884,151,1709,2015-03-09 19:59:00,4,23.200000762939453,3.8779869079589844,29.700000762939453,1.0,30,1818200.0,0,0,2,1818200.0,0.0,P4-2_slim,0.026000000536441803,,1.399999976158142,,64.0,6.199999809265137,Phased
627,LEO_4port_r01_AutoReport,885,151,1709,2015-03-09 20:39:00,4,23.299999237060547,4.220795154571533,30.899999618530273,1.0,30,1818200.0,0,0,2,1818200.0,0.0,P4-2_slim,0.026000000536441803,,1.399999976158142,,64.0,6.199999809265137,Phased
628,LEO_4port_r01_AutoReport,886,151,1709,2015-03-09 21:24:00,4,23.200000762939453,4.593905925750732,33.400001525878906,1.0,30,1818200.0,0,0,2,1818200.0,0.0,P4-2_slim,0.026000000536441803,,1.399999976158142,,64.0,6.199999809265137,Phased
629,LEO_4port_r01_AutoReport,887,151,1709,2015-03-09 22:13:00,4,23.200000762939453,5.0,35.29999923706055,1.0,30,1818200.0,0,0,2,1818200.0,0.0,P4-2_slim,0.026000000536441803,,1.399999976158142,,64.0,6.199999809265137,Phased
630,LEO_4port_r01_AutoReport,889,151,1710,2015-03-10 00:34:00,4,23.100000381469727,3.563020944595337,32.099998474121094,1.0,30,2000000.0,0,0,2,2000000.0,0.0,P4-2_slim,0.026000000536441803,,1.399999976158142,,64.0,6.199999809265137,Phased
631,LEO_4port_r01_AutoReport,890,151,1710,2015-03-10 00:34:00,4,23.200000762939453,3.8779869079589844,35.0,1.0,30,2000000.0,0,0,2,2000000.0,0.0,P4-2_slim,0.026000000536441803,,1.399999976158142,,64.0,6.199999809265137,Phased
632,LEO_4port_r01_AutoReport,891,151,1710,2015-03-10 01:26:00,4,23.100000381469727,4.220795154571533,36.599998474121094,1.0,30,2000000.0,0,0,2,2000000.0,0.0,P4-2_slim,0.026000000536441803,,1.399999976158142,,64.0,6.199999809265137,Phased
633,LEO_4port_r01_AutoReport,892,151,1710,2015-03-10 02:19:00,4,23.0,4.593905925750732,39.20000076293945,1.0,30,2000000.0,0,0,2,2000000.0,0.0,P4-2_slim,0.026000000536441803,,1.399999976158142,,64.0,6.199999809265137,Phased
634,LEO_4port_r01_AutoReport,893,151,1710,2015-03-10 03:15:00,4,22.899999618530273,5.0,41.70000076293945,1.0,30,2000000.0,0,0,2,2000000.0,0.0,P4-2_slim,0.026000000536441803,,1.399999976158142,,64.0,6.199999809265137,Phased
645,LEO_4port_r01_AutoReport,906,147,1808,2015-04-07 00:00:00,4,21.799999237060547,34.899810791015625,46.099998474121094,2.0,18,6666700.0,0,0,2,19437.19921875,0.0,EC9-4,0.020500000566244125,1.0,0.6000000238418579,,128.0,2.0,Curved
