,Database,temperatureId,probeId,tempSSId,measDate,measSetNum,roomTempC,pulseVoltage,temperatureC,numTxCycles,numTxElements,txFrequencyHz,elevAperIndex,isTxAperModulationEn,txpgWaveformStyle,pulseRepetRate,scanRange,probeName,probePitchCm,probeRadiusCm,probeElevAperCm0,probeElevAperCm1,probeNumElements,probeElevFocusRangCm,probeDescription
655,LEO_4port_r01_AutoReport,919,147,1810,2015-04-07 00:00:00,4,21.700000762939453,34.899810791015625,33.400001525878906,1.0,51,3333300.0,0,0,0,22513.69921875,0.0,EC9-4,0.020500000566244125,1.0,0.6000000238418579,,128.0,2.0,Curved
665,LEO_4port_r01_AutoReport,930,147,1811,2015-04-07 00:00:00,4,21.600000381469727,34.899810791015625,34.70000076293945,1.0,46,4705900.0,0,0,0,18053.0,0.0,EC9-4,0.020500000566244125,1.0,0.6000000238418579,,128.0,2.0,Curved
701,LEO_4port_r01_AutoReport,971,246,1858,2015-04-08 15:01:00,4,22.100000381469727,4.114622116088867,34.0,1.0,1,2000000.0,0,0,2,2000000.0,0.0,CW2,0.5419999957084656,,1.3799999952316284,,2.0,10.0,Linear
702,LEO_4port_r01_AutoReport,972,246,1858,2015-04-08 15:38:00,4,22.0,4.5215277671813965,37.599998474121094,1.0,1,2000000.0,0,0,2,2000000.0,0.0,CW2,0.5419999957084656,,1.3799999952316284,,2.0,10.0,Linear
703,LEO_4port_r01_AutoReport,973,246,1858,2015-04-08 16:16:00,4,22.100000381469727,4.968675136566162,41.400001525878906,1.0,1,2000000.0,0,0,2,2000000.0,0.0,CW2,0.5419999957084656,,1.3799999952316284,,2.0,10.0,Linear
704,LEO_4port_r01_AutoReport,974,246,1858,2015-04-08 16:56:00,4,22.0,5.460041046142578,45.900001525878906,1.0,1,2000000.0,0,0,2,2000000.0,0.0,CW2,0.5419999957084656,,1.3799999952316284,,2.0,10.0,Linear
705,LEO_4port_r01_AutoReport,975,246,1858,2015-04-08 17:38:00,4,21.899999618530273,6.0,50.5,1.0,1,2000000.0,0,0,2,2000000.0,0.0,CW2,0.5419999957084656,,1.3799999952316284,,2.0,10.0,Linear
706,LEO_4port_r01_AutoReport,1020,252,1848,2015-04-08 11:17:00,4,22.899999618530273,4.114622116088867,31.700000762939453,1.0,1,5000000.0,0,0,2,5000000.0,0.0,CW5,0.4440000057220459,,1.1299999952316284,,2.0,9.0,Linear
707,LEO_4port_r01_AutoReport,1021,252,1848,2015-04-08 11:50:00,4,23.0,4.5215277671813965,34.599998474121094,1.0,1,5000000.0,0,0,2,5000000.0,0.0,CW5,0.4440000057220459,,1.1299999952316284,,2.0,9.0,Linear
708,LEO_4port_r01_AutoReport,1022,252,1848,2015-04-08 12:23:00,4,22.899999618530273,4.968675136566162,38.099998474121094,1.0,1,5000000.0,0,0,2,5000000.0,0.0,CW5,0.4440000057220459,,1.1299999952316284,,2.0,9.0,Linear
709,LEO_4port_r01_AutoReport,1023,252,1848,2015-04-08 12:58:00,4,22.799999237060547,5.460041046142578,43.099998474121094,1.0,1,5000000.0,0,0,2,5000000.0,0.0,CW5,0.4440000057220459,,1.1299999952316284,,2.0,9.0,Linear
710,LEO_4port_r01_AutoReport,1024,252,1848,2015-04-08 13:34:00,4,22.700000762939453,6.0,49.5,1.0,1,5000000.0,0,0,2,5000000.0,0.0,CW5,0.4440000057220459,,1.1299999952316284,,2.0,9.0,Linear
737,LEO_4port_r01_AutoReport,1060,162,1511,2015-01-08 03:42:00,4,21.299999237060547,34.899810791015625,47.70000076293945,1.0,45,5714300.0,0,0,1,20298.69921875,0.0,EC10-5w,0.017999999225139618,1.0839999914169312,0.550000011920929,,192.0,4.0,Curved
742,LEO_4port_r01_AutoReport,1066,162,1512,2015-01-08 03:42:00,4,21.299999237060547,34.899810791015625,47.20000076293945,1.0,45,8000000.0,0,0,1,20598.0,0.0,EC10-5w,0.017999999225139618,1.0839999914169312,0.550000011920929,,192.0,4.0,Curved
752,LEO_4port_r01_AutoReport,1078,162,1514,2015-01-08 03:42:00,4,24.299999237060547,34.899810791015625,47.400001525878906,1.0,45,2857100.0,0,0,1,23059.30078125,0.0,EC10-5w,0.017999999225139618,1.0839999914169312,0.550000011920929,,192.0,4.0,Curved
757,LEO_4port_r01_AutoReport,1084,162,1515,2015-01-08 03:42:00,4,22.399999618530273,34.899810791015625,46.20000076293945,1.0,45,3809500.0,0,0,1,23417.19921875,0.0,EC10-5w,0.017999999225139618,1.0839999914169312,0.550000011920929,,192.0,4.0,Curved
762,LEO_4port_r01_AutoReport,1090,162,1516,2015-01-08 03:42:00,4,22.399999618530273,34.899810791015625,46.400001525878906,1.0,45,4705900.0,0,0,1,21338.19921875,0.0,EC10-5w,0.017999999225139618,1.0839999914169312,0.550000011920929,,192.0,4.0,Curved
777,LEO_4port_r01_AutoReport,1108,244,938,1905-06-11 00:00:00,4,21.600000381469727,34.899810791015625,39.599998474121094,2.0,64,13000000.0,0,0,2,19500.0,0.0,VF16-5,0.01810000091791153,0.0,0.25999999046325684,,192.0,1.5,Linear
833,LEO_4port_r01_AutoReport,1172,244,1881,1905-06-11 00:00:00,4,23.0,34.899810791015625,41.400001525878906,1.5,64,5333300.0,0,0,3,21297.19921875,0.0,VF16-5,0.01810000091791153,0.0,0.25999999046325684,,192.0,1.5,Linear
838,LEO_4port_r01_AutoReport,1178,244,1880,1905-06-11 00:00:00,4,22.5,34.899810791015625,39.5,1.5,64,4705900.0,0,0,3,22642.69921875,0.0,VF16-5,0.01810000091791153,0.0,0.25999999046325684,,192.0,1.5,Linear
843,LEO_4port_r01_AutoReport,1184,244,1907,1905-06-11 00:00:00,4,23.100000381469727,34.899810791015625,38.0,1.0,64,6153800.0,0,0,3,28606.30078125,0.0,VF16-5,0.01810000091791153,0.0,0.25999999046325684,,192.0,1.5,Linear
853,LEO_4port_r01_AutoReport,1196,148,1216,2015-04-01 00:00:00,4,21.600000381469727,34.899810791015625,48.29999923706055,1.5,64,8000000.0,0,0,2,18344.80078125,0.0,VF12-4,0.02669999934732914,,0.699999988079071,,192.0,2.5,Linear
914,LEO_4port_r01_AutoReport,1266,148,1825,2015-04-01 00:00:00,4,21.700000762939453,34.899810791015625,42.599998474121094,1.0,64,3333300.0,0,0,3,34455.5,0.0,VF12-4,0.02669999934732914,,0.699999988079071,,192.0,2.5,Linear
915,LEO_4port_r01_AutoReport,1267,148,1825,2015-04-01 00:00:00,4,21.700000762939453,44.22602081298828,43.0,1.0,64,3333300.0,0,0,3,20436.0,0.0,VF12-4,0.02669999934732914,,0.699999988079071,,192.0,2.5,Linear
919,LEO_4port_r01_AutoReport,1272,148,1894,2015-05-08 19:00:00,4,22.899999618530273,34.899810791015625,40.400001525878906,1.0,64,4705900.0,0,0,3,27227.5,0.0,VF12-4,0.02669999934732914,,0.699999988079071,,192.0,2.5,Linear
929,LEO_4port_r01_AutoReport,1284,187,1329,2015-04-30 00:00:00,4,22.5,34.899810791015625,41.900001525878906,1.0,64,7272700.0,0,0,2,20996.69921875,0.0,VF13-5SP,0.019999999552965164,,0.25,,128.0,1.2000000476837158,Linear
934,LEO_4port_r01_AutoReport,1290,187,1330,2015-04-30 00:00:00,4,22.5,34.899810791015625,38.599998474121094,1.0,64,8890000.0,0,0,2,26354.5,0.0,VF13-5SP,0.019999999552965164,,0.25,,128.0,1.2000000476837158,Linear
939,LEO_4port_r01_AutoReport,1296,187,1331,2015-04-30 00:00:00,4,22.600000381469727,34.899810791015625,31.5,1.0,64,11400000.0,0,0,2,33754.0,0.0,VF13-5SP,0.019999999552965164,,0.25,,128.0,1.2000000476837158,Linear
940,LEO_4port_r01_AutoReport,1297,187,1331,2015-04-30 00:00:00,4,22.700000762939453,44.22602081298828,31.100000381469727,1.0,64,11400000.0,0,0,2,20040.5,0.0,VF13-5SP,0.019999999552965164,,0.25,,128.0,1.2000000476837158,Linear
949,LEO_4port_r01_AutoReport,1308,187,1333,2015-04-30 00:00:00,4,22.5,34.899810791015625,33.70000076293945,1.0,64,4705900.0,0,0,1,19503.30078125,0.0,VF13-5SP,0.019999999552965164,,0.25,,128.0,1.2000000476837158,Linear
1068,LEO_4port_r01_AutoReport,1454,157,1025,2014-11-30 23:25:00,4,21.700000762939453,34.899810791015625,47.099998474121094,2.5,64,7270000.0,0,0,2,26069.0,0.0,C8-5,0.01600000075995922,1.4600000381469727,0.5,,160.0,1.899999976158142,Curved
1073,LEO_4port_r01_AutoReport,1460,157,1026,2014-11-30 23:25:00,4,21.600000381469727,34.899810791015625,46.20000076293945,2.5,64,3080000.0,0,0,1,23200.80078125,0.0,C8-5,0.01600000075995922,1.4600000381469727,0.5,,160.0,1.899999976158142,Curved
1078,LEO_4port_r01_AutoReport,1466,157,1027,2014-11-30 23:25:00,4,21.299999237060547,34.899810791015625,47.599998474121094,2.0,64,3636400.0,0,0,1,19600.69921875,0.0,C8-5,0.01600000075995922,1.4600000381469727,0.5,,160.0,1.899999976158142,Curved
1129,LEO_4port_r01_AutoReport,1539,128,3896,2017-06-16 00:00:00,4,22.399999618530273,34.89980697631836,34.099998474121094,1.0,64,10000000.0,0,0,2,20093.30078125,0.0,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1134,LEO_4port_r01_AutoReport,1545,128,3897,2017-06-16 00:00:00,4,22.299999237060547,34.89980697631836,31.100000381469727,1.0,64,3636400.0,0,0,3,22155.69921875,0.0,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1139,LEO_4port_r01_AutoReport,1551,128,3898,2017-06-16 00:00:00,4,22.399999618530273,34.89980697631836,31.5,1.0,64,4000000.0,0,0,3,21445.5,0.0,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1144,LEO_4port_r01_AutoReport,1557,128,3899,2017-06-16 00:00:00,4,22.399999618530273,34.89980697631836,32.0,1.0,64,4705900.0,0,0,3,21192.69921875,0.0,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1149,LEO_4port_r01_AutoReport,1563,128,3900,2017-06-16 00:00:00,4,22.200000762939453,34.89980697631836,28.299999237060547,1.0,64,3636400.0,0,1,3,23014.80078125,0.0,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1157,LEO_4port_r01_AutoReport,1572,128,3901,2017-06-16 00:00:00,4,21.600000381469727,34.89980697631836,29.100000381469727,1.0,64,4000000.0,0,1,3,26356.30078125,0.0,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1169,LEO_4port_r01_AutoReport,1585,128,3902,2017-06-16 00:00:00,4,22.899999618530273,34.89980697631836,30.399999618530273,1.0,64,4705900.0,0,1,3,24962.19921875,0.0,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1180,LEO_4port_r01_AutoReport,1597,128,3902,2017-06-16 00:00:00,3,23.5,61.599998474121094,25.600000381469727,1.0,16,4705900.0,0,1,3,6009.6201171875,0.3436470031738281,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1182,LEO_4port_r01_AutoReport,1599,128,3902,2017-06-16 00:00:00,3,23.5,61.599998474121094,25.399999618530273,1.0,16,4705900.0,0,1,3,9398.5,1.4791799783706665,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1184,LEO_4port_r01_AutoReport,1601,128,3902,2017-06-16 00:00:00,3,23.600000381469727,61.599998474121094,25.600000381469727,1.0,16,4705900.0,0,1,3,12500.0,2.853760004043579,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1185,LEO_4port_r01_AutoReport,1602,128,3902,2017-06-16 00:00:00,3,23.5,61.599998474121094,25.799999237060547,1.0,16,4705900.0,0,1,3,15060.2001953125,3.809999942779541,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1193,LEO_4port_r01_AutoReport,1610,128,3902,2017-06-16 00:00:00,3,23.299999237060547,61.599998474121094,25.700000762939453,1.0,48,4705900.0,0,1,3,3026.6298828125,0.3436470031738281,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1194,LEO_4port_r01_AutoReport,1612,128,3902,2017-06-16 00:00:00,3,23.200000762939453,61.599998474121094,25.5,1.0,48,4705900.0,0,1,3,3591.949951171875,1.4791799783706665,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1195,LEO_4port_r01_AutoReport,1613,128,3902,2017-06-16 00:00:00,3,23.100000381469727,61.599998474121094,25.700000762939453,1.0,48,4705900.0,0,1,3,4770.990234375,2.853760004043579,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1197,LEO_4port_r01_AutoReport,1615,128,3902,2017-06-16 00:00:00,3,23.100000381469727,61.599998474121094,25.799999237060547,1.0,48,4705900.0,0,1,3,5733.93994140625,3.809999942779541,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1198,LEO_4port_r01_AutoReport,1616,128,3902,2017-06-16 00:00:00,3,23.200000762939453,61.599998474121094,25.200000762939453,1.0,64,4705900.0,0,1,3,2090.300048828125,0.3436470031738281,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1200,LEO_4port_r01_AutoReport,1618,128,3902,2017-06-16 00:00:00,3,23.200000762939453,61.599998474121094,25.200000762939453,1.0,64,4705900.0,0,1,3,2367.419921875,1.4791799783706665,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1201,LEO_4port_r01_AutoReport,1619,128,3902,2017-06-16 00:00:00,3,23.200000762939453,61.599998474121094,25.399999618530273,1.0,64,4705900.0,0,1,3,2962.090087890625,2.853760004043579,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
1203,LEO_4port_r01_AutoReport,1621,128,3902,2017-06-16 00:00:00,3,23.299999237060547,61.599998474121094,25.5,1.0,64,4705900.0,0,1,3,3551.139892578125,3.809999942779541,11L4,0.029999999329447746,,0.5,,128.0,1.7999999523162842,Linear
2,FROSK_r01_AutoReport,124,140,389,2014-05-31 00:00:00,4,22.700000762939453,64.0,25.200000762939453,2.0,64,5000000.0,0,0,2,1152.7900390625,0.16151300072669983,CH5-2,0.04769999906420708,6.25,1.399999976158142,,128.0,5.0,Convex
3,FROSK_r01_AutoReport,125,140,389,2014-05-31 00:00:00,4,22.700000762939453,80.0,25.200000762939453,2.0,64,5000000.0,0,0,2,761.4619750976562,0.16151300072669983,CH5-2,0.04769999906420708,6.25,1.399999976158142,,128.0,5.0,Convex
155,FROSK_r01_AutoReport,496,147,564,2014-05-18 00:00:00,4,23.200000762939453,32.0,25.399999618530273,1.0,64,6666700.0,0,0,2,4000.0,0.07799659669399261,EC9-4,0.020500000566244125,1.0,0.800000011920929,,128.0,2.0,Curved
177,FROSK_r01_AutoReport,862,142,405,2014-05-26 18:35:00,4,22.200000762939453,32.0,25.600000381469727,1.0,58,6153800.0,0,0,2,5980.85986328125,0.11981099843978882,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
182,FROSK_r01_AutoReport,868,142,413,2014-05-26 19:46:00,4,22.700000762939453,32.0,25.100000381469727,1.0,58,8000000.0,0,0,2,5980.85986328125,0.11981099843978882,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
183,FROSK_r01_AutoReport,869,142,413,2014-05-26 19:54:00,4,22.799999237060547,40.0,25.799999237060547,1.0,58,8000000.0,0,0,2,5102.0400390625,0.11981099843978882,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
184,FROSK_r01_AutoReport,870,142,413,2014-05-26 20:04:00,4,22.799999237060547,50.0,25.700000762939453,1.0,58,8000000.0,0,0,2,3255.2099609375,0.11981099843978882,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
185,FROSK_r01_AutoReport,871,142,413,2014-05-26 20:14:00,4,22.700000762939453,64.0,25.5,1.0,58,8000000.0,0,0,2,2076.409912109375,0.11981099843978882,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
186,FROSK_r01_AutoReport,872,142,413,2014-05-26 20:23:00,4,22.799999237060547,80.0,25.299999237060547,1.0,58,8000000.0,0,0,2,1325.56005859375,0.11981099843978882,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
187,FROSK_r01_AutoReport,874,142,421,2014-05-26 20:42:00,4,22.799999237060547,32.0,24.399999618530273,1.0,58,10000000.0,0,0,2,5980.85986328125,0.11981099843978882,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
188,FROSK_r01_AutoReport,875,142,421,2014-05-26 20:49:00,4,22.799999237060547,40.0,24.700000762939453,1.0,58,10000000.0,0,0,2,5102.0400390625,0.11981099843978882,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
189,FROSK_r01_AutoReport,876,142,421,2014-05-26 20:57:00,4,22.799999237060547,50.0,24.600000381469727,1.0,58,10000000.0,0,0,2,3255.2099609375,0.11981099843978882,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
190,FROSK_r01_AutoReport,877,142,421,2014-05-26 21:05:00,4,22.700000762939453,64.0,24.5,1.0,58,10000000.0,0,0,2,2076.409912109375,0.11981099843978882,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
191,FROSK_r01_AutoReport,878,142,421,2014-05-26 21:12:00,4,22.799999237060547,80.0,24.299999237060547,1.0,58,10000000.0,0,0,2,1325.56005859375,0.11981099843978882,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
192,FROSK_r01_AutoReport,880,142,429,2014-05-26 21:25:00,4,22.799999237060547,32.0,25.0,1.0,64,3636400.0,0,0,1,5980.85986328125,0.11981099843978882,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
193,FROSK_r01_AutoReport,881,142,429,2014-05-26 21:34:00,4,22.799999237060547,40.0,25.799999237060547,1.0,64,3636400.0,0,0,1,5102.0400390625,0.11981099843978882,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
197,FROSK_r01_AutoReport,886,142,437,2014-05-26 22:33:00,4,22.799999237060547,32.0,25.299999237060547,1.0,64,4000000.0,0,0,1,5980.85986328125,0.11981099843978882,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
202,FROSK_r01_AutoReport,892,142,445,2014-05-26 23:42:00,4,22.799999237060547,32.0,25.600000381469727,1.0,64,4705900.0,0,0,1,5980.85986328125,0.11981099843978882,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
306,FROSK_r01_AutoReport,1128,147,564,2014-07-20 12:38:00,4,23.399999618530273,32.0,25.0,1.0,64,6666700.0,0,0,2,2997.60009765625,0.07799659669399261,EC9-4,0.020500000566244125,1.0,0.800000011920929,,128.0,2.0,Curved
371,FROSK_r01_AutoReport,1243,142,461,2014-07-23 12:44:00,3,22.200000762939453,61.599998474121094,38.900001525878906,4.0,14,5333300.0,0,0,4,19531.19921875,1.3596500158309937,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
372,FROSK_r01_AutoReport,1244,142,461,2014-07-23 13:40:00,3,22.299999237060547,61.599998474121094,35.70000076293945,4.0,14,5333300.0,0,0,4,19531.19921875,2.704349994659424,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
373,FROSK_r01_AutoReport,1245,142,461,2014-07-23 14:36:00,3,22.100000381469727,61.599998474121094,34.29999923706055,4.0,14,5333300.0,0,0,4,19531.19921875,3.809999942779541,VF10-5,0.029999999329447746,0.0,0.5,,128.0,2.0,Linear
412,FROSK_r01_AutoReport,1441,151,965,2014-08-08 22:56:00,4,23.100000381469727,16.0,25.299999237060547,2.0,64,3636400.0,0,0,2,5000.0,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
417,FROSK_r01_AutoReport,1447,151,966,2014-08-08 22:56:00,4,23.200000762939453,16.0,24.600000381469727,2.0,64,1333300.0,0,0,1,5000.0,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
418,FROSK_r01_AutoReport,1448,151,966,2014-08-08 22:56:00,4,23.100000381469727,24.0,25.5,2.0,64,1333300.0,0,0,1,3266.0400390625,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
422,FROSK_r01_AutoReport,1453,151,967,2014-08-08 22:56:00,4,23.200000762939453,16.0,24.600000381469727,2.0,64,1538500.0,0,0,1,5000.0,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
423,FROSK_r01_AutoReport,1454,151,967,2014-08-08 22:56:00,4,23.200000762939453,24.0,25.600000381469727,2.0,64,1538500.0,0,0,1,3266.0400390625,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
427,FROSK_r01_AutoReport,1471,151,969,2014-08-08 22:56:00,4,22.399999618530273,16.0,24.899999618530273,2.5,64,1818200.0,0,0,1,5000.0,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
432,FROSK_r01_AutoReport,1483,151,971,2014-08-08 22:56:00,4,22.899999618530273,16.0,25.700000762939453,2.0,64,2000000.0,0,0,1,5000.0,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
437,FROSK_r01_AutoReport,1489,151,972,2014-08-08 04:21:00,4,22.899999618530273,16.0,25.600000381469727,4.0,64,2000000.0,0,0,4,5000.0,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
442,FROSK_r01_AutoReport,1495,151,973,2014-08-08 08:54:00,4,22.299999237060547,16.0,25.899999618530273,4.0,64,2222200.0,0,0,4,5000.0,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
457,FROSK_r01_AutoReport,1513,151,962,2014-08-08 22:56:00,3,0.0,61.599998474121094,0.013782159425318241,2.0,64,2500000.0,0,0,2,1.0,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
460,FROSK_r01_AutoReport,1564,143,793,2014-08-13 19:44:00,4,22.299999237060547,50.43879699707031,25.899999618530273,4.0,42,7272700.0,0,0,4,3256.719970703125,0.0,VF13-5,0.029999999329447746,0.0,0.25,,128.0,1.2000000476837158,Linear
461,FROSK_r01_AutoReport,1565,143,793,2014-08-13 19:54:00,4,22.399999618530273,63.52246856689453,25.5,4.0,42,7272700.0,0,0,4,2077.909912109375,0.0,VF13-5,0.029999999329447746,0.0,0.25,,128.0,1.2000000476837158,Linear
462,FROSK_r01_AutoReport,1566,143,793,2014-08-13 20:04:00,4,22.399999618530273,80.0,25.0,4.0,42,7272700.0,0,0,4,1325.780029296875,0.0,VF13-5,0.029999999329447746,0.0,0.25,,128.0,1.2000000476837158,Linear
463,FROSK_r01_AutoReport,1592,143,793,2014-08-14 16:33:00,3,21.799999237060547,61.599998474121094,24.600000381469727,4.0,10,7272700.0,0,0,4,4980.080078125,0.2156600058078766,VF13-5,0.029999999329447746,0.0,0.25,,128.0,1.2000000476837158,Linear
464,FROSK_r01_AutoReport,1593,143,793,2014-08-14 16:40:00,3,21.799999237060547,61.599998474121094,25.399999618530273,4.0,10,7272700.0,0,0,4,12019.2001953125,1.3658499717712402,VF13-5,0.029999999329447746,0.0,0.25,,128.0,1.2000000476837158,Linear
465,FROSK_r01_AutoReport,1594,143,793,2014-08-14 16:50:00,3,21.799999237060547,61.599998474121094,24.799999237060547,4.0,10,7272700.0,0,0,4,12019.2001953125,2.707740068435669,VF13-5,0.029999999329447746,0.0,0.25,,128.0,1.2000000476837158,Linear
466,FROSK_r01_AutoReport,1595,143,793,2014-08-14 17:01:00,3,21.799999237060547,61.599998474121094,24.5,4.0,10,7272700.0,0,0,4,12019.2001953125,3.809999942779541,VF13-5,0.029999999329447746,0.0,0.25,,128.0,1.2000000476837158,Linear
469,FROSK_r01_AutoReport,1598,143,793,2014-08-14 17:37:00,3,21.899999618530273,61.599998474121094,25.700000762939453,4.0,21,7272700.0,0,0,4,7485.02978515625,2.707740068435669,VF13-5,0.029999999329447746,0.0,0.25,,128.0,1.2000000476837158,Linear
470,FROSK_r01_AutoReport,1599,143,793,2014-08-14 17:51:00,3,21.899999618530273,61.599998474121094,25.5,4.0,21,7272700.0,0,0,4,7485.02978515625,3.809999942779541,VF13-5,0.029999999329447746,0.0,0.25,,128.0,1.2000000476837158,Linear
473,FROSK_r01_AutoReport,1602,143,793,2014-08-14 18:28:00,3,22.0,61.599998474121094,25.600000381469727,4.0,32,7272700.0,0,0,4,4681.64990234375,2.707740068435669,VF13-5,0.029999999329447746,0.0,0.25,,128.0,1.2000000476837158,Linear
474,FROSK_r01_AutoReport,1603,143,793,2014-08-14 18:41:00,3,22.100000381469727,61.599998474121094,25.5,4.0,32,7272700.0,0,0,4,4681.64990234375,3.809999942779541,VF13-5,0.029999999329447746,0.0,0.25,,128.0,1.2000000476837158,Linear
476,FROSK_r01_AutoReport,1605,143,793,2014-08-14 19:05:00,3,22.299999237060547,61.599998474121094,25.899999618530273,4.0,42,7272700.0,0,0,4,2927.39990234375,1.3658499717712402,VF13-5,0.029999999329447746,0.0,0.25,,128.0,1.2000000476837158,Linear
477,FROSK_r01_AutoReport,1606,143,793,2014-08-14 19:18:00,3,22.299999237060547,61.599998474121094,25.299999237060547,4.0,42,7272700.0,0,0,4,2927.39990234375,2.707740068435669,VF13-5,0.029999999329447746,0.0,0.25,,128.0,1.2000000476837158,Linear
478,FROSK_r01_AutoReport,1607,143,793,2014-08-14 19:29:00,3,22.299999237060547,61.599998474121094,25.100000381469727,4.0,42,7272700.0,0,0,4,2927.39990234375,3.809999942779541,VF13-5,0.029999999329447746,0.0,0.25,,128.0,1.2000000476837158,Linear
479,FROSK_r01_AutoReport,1637,151,1625,2014-09-12 00:00:00,4,22.399999618530273,10.0,41.5,1.0,29,1818200.0,0,0,1,1818200.0,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
480,FROSK_r01_AutoReport,1638,151,1626,2014-09-12 00:00:00,4,22.5,8.199999809265137,40.0,1.0,29,2000000.0,0,0,1,2000000.0,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
481,FROSK_r01_AutoReport,1639,151,1626,2014-09-12 00:00:00,4,22.299999237060547,5.0,25.0,1.0,29,2000000.0,0,0,1,2000000.0,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
482,FROSK_r01_AutoReport,1640,151,1626,2014-09-12 00:00:00,4,22.399999618530273,6.5,31.0,1.0,29,2000000.0,0,0,1,2000000.0,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
483,FROSK_r01_AutoReport,1641,151,1625,2014-09-12 00:00:00,4,22.299999237060547,6.0,27.200000762939453,1.0,29,1818200.0,0,0,1,1818200.0,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
484,FROSK_r01_AutoReport,1642,151,1625,2014-09-12 00:00:00,4,22.299999237060547,7.0,30.0,1.0,29,1818200.0,0,0,1,1818200.0,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
485,FROSK_r01_AutoReport,1643,151,1625,2014-09-12 00:00:00,4,22.299999237060547,8.5,35.099998474121094,1.0,29,1818200.0,0,0,1,1818200.0,0.0,P4-2,0.026000000536441803,0.0,1.350000023841858,,64.0,6.199999809265137,Phased
